id,word
1897,幣
1898,幨
1899,幪
1900,幬
1901,幮
1902,幰
1903,干
1904,平
1905,年
1906,并
1907,幷
1908,幸
1909,幹
1910,幺
1911,幻
1912,幼
1913,幽
1914,幾
1915,广
1916,庀
1917,庄
1918,庇
1919,床
1920,序
1921,底
1922,庖
1923,店
1924,庚
1925,府
1926,庠
1927,庥
1928,度
1929,座
1930,庨
1931,庪
1932,庫
1933,庭
1934,庳
1935,庵
1936,庶
1937,康
1938,庸
1939,庾
1940,廁
1941,廂
1942,廄
1943,廅
1944,廈
1945,廉
1946,廊
1947,廋
1948,廌
1949,廎
1950,廏
1951,廐
1952,廑
1953,廓
1954,廕
1955,廖
1956,廙
1957,廚
1958,廛
1959,廝
1960,廞
1961,廟
1962,廠
1963,廡
1964,廢
1965,廣
1966,廥
1967,廧
1968,廨
1969,廩
1970,廬
1971,廰
1972,廳
1973,廵
1974,延
1975,廷
1976,廸
1977,廹
1978,建
1979,廻
1980,廼
1981,廾
1982,廿
1983,弁
1984,异
1985,弃
1986,弄
1987,弇
1988,弈
1989,弊
1990,弋
1991,式
1992,弒
1993,弓
1994,弔
1995,引
1996,弗
1997,弘
1998,弛
1999,弝
2000,弟
2001,弢
2002,弦
2003,弧
2004,弨
2005,弩
2006,弭
2007,弮
2008,弰
2009,弱
2010,張
2011,強
2012,弸
2013,强
2014,弼
2015,彀
2016,彈
2017,彊
2018,彌
2019,彍
2020,彎
2021,彐
2022,彔
2023,彖
2024,彗
2025,彘
2026,彙
2027,彝
2028,彞
2029,彡
2030,形
2031,彣
2032,彤
2033,彥
2034,彦
2035,彧
2036,彩
2037,彪
2038,彫
2039,彬
2040,彭
2041,彯
2042,彰
2043,影
2044,彲
2045,彳
2046,彴
2047,彷
2048,役
2049,彼
2050,彾
2051,彿
2052,往
2053,征
2054,徂
2055,徃
2056,待
2057,徇
2058,很
2059,徉
2060,徊
2061,律
2062,後
2063,徍
2064,徐
2065,徑
2066,徒
2067,得
2068,徘
2069,徙
2070,徜
2071,從
2072,徠
2073,御
2074,徧
2075,徨
2076,復
2077,循
2078,徬
2079,徭
2080,微
2081,徯
2082,徳
2083,徴
2084,徵
2085,德
2086,徹
2087,徼
2088,徽
2089,心
2090,忄
2091,必
2092,忉
2093,忌
2094,忍
2095,忒
2096,忖
2097,志
2098,忘
2099,忙
2100,忝
2101,忠
2102,忡
2103,忤
2104,忩
2105,忪
2106,快
2107,忭
2108,忱
2109,忲
2110,忳
2111,念
2112,忸
2113,忺
2114,忻
2115,忼
2116,忽
2117,忿
2118,怊
2119,怍
2120,怎
2121,怏
2122,怐
2123,怒
2124,怔
2125,怕
2126,怖
2127,怗
2128,怙
2129,怛
2130,怜
2131,思
2132,怠
2133,怡
2134,怤
2135,急
2136,怦
2137,性
2138,怨
2139,怩
2140,怪
2141,怫
2142,怯
2143,怱
2144,怳
2145,怵
2146,怺
2147,恁
2148,恂
2149,恃
2150,恄
2151,恆
2152,恇
2153,恌
2154,恍
2155,恐
2156,恒
2157,恓
2158,恕
2159,恙
2160,恚
2161,恛
2162,恝
2163,恞
2164,恟
2165,恠
2166,恡
2167,恢
2168,恣
2169,恤
2170,恥
2171,恧
2172,恨
2173,恩
2174,恪
2175,恫
2176,恬
2177,恭
2178,息
2179,恰
2180,悁
2181,悄
2182,悅
2183,悉
2184,悊
2185,悋
2186,悌
2187,悍
2188,悒
2189,悔
2190,悕
2191,悖
2192,悚
2193,悛
2194,悝
2195,悞
2196,悟
2197,悠
2198,悢
2199,患
2200,悤
2201,您
2202,悮
2203,悰
2204,悱
2205,悲
2206,悴
2207,悵
2208,悶
2209,悸
2210,悺
2211,悼
2212,悽
2213,惄
2214,情
2215,惆
2216,惇
2217,惉
2218,惊
2219,惋
2220,惎
2221,惏
2222,惑
2223,惔
2224,惕
2225,惘
2226,惙
2227,惚
2228,惛
2229,惜
2230,惝
2231,惞
2232,惟
2233,惠
2234,惡
2235,惣
2236,惧
2237,惰
2238,惱
2239,惲
2240,想
2241,惴
2242,惶
2243,惷
2244,惸
2245,惹
2246,惺
2247,惻
2248,愀
2249,愁
2250,愆
2251,愈
2252,愉
2253,愍
2254,愎
2255,意
2256,愐
2257,愔
2258,愕
2259,愗
2260,愚
2261,愛
2262,愜
2263,愞
2264,感
2265,愡
2266,愧
2267,愫
2268,愬
2269,愴
2270,愵
2271,愷
2272,愻
2273,愽
2274,愾
2275,愿
2276,慄
2277,慅
2278,慆
2279,慇
2280,慈
2281,慊
2282,態
2283,慌
2284,慍
2285,慎
2286,慕
2287,慘
2288,慙
2289,慚
2290,慜
2291,慝
2292,慞
2293,慟
2294,慠
2295,慢
2296,慣
2297,慤
2298,慥
2299,慧
2300,慨
2301,慮
2302,慰
2303,慳
2304,慴
2305,慵
2306,慶
2307,慷
2308,慼
2309,慽
2310,慾
2311,慿
2312,憀
2313,憁
2314,憂
2315,憃
2316,憇
2317,憊
2318,憍
2319,憎
2320,憐
2321,憑
2322,憒
2323,憓
2324,憔
2325,憕
2326,憖
2327,憘
2328,憙
2329,憚
2330,憝
2331,憤
2332,憧
2333,憨
2334,憩
2335,憫
2336,憬
2337,憮
2338,憯
2339,憲
2340,憶
2341,憸
2342,憺
2343,憾
2344,懂
2345,懃
2346,懅
2347,懇
2348,懈
2349,應
2350,懊
2351,懋
2352,懌
2353,懍
2354,懔
2355,懜
2356,懡
2357,懣
2358,懦
2359,懨
2360,懱
2361,懲
2362,懵
2363,懶
2364,懷
2365,懸
2366,懹
2367,懺
2368,懼
2369,懽
2370,懾
2371,懿
2372,戀
2373,戃
2374,戇
2375,戈
2376,戊
2377,戌
2378,戍
2379,戎
2380,成
2381,我
2382,戒
2383,戔
2384,戕
2385,或
2386,戙
2387,戚
2388,戛
2389,戞
2390,戟
2391,戡
2392,戢
2393,戩
2394,截
2395,戫
2396,戭
2397,戮
2398,戰
2399,戲
2400,戳
2401,戴
2402,戵
2403,戶
2404,戺
2405,戽
2406,戾
2407,房
2408,所
2409,扁
2410,扂
2411,扃
2412,扄
2413,扅
2414,扆
2415,扇
2416,扈
2417,扉
2418,扊
2419,手
2420,扌
2421,才
2422,扎
2423,扐
2424,扑
2425,打
2426,扔
2427,托
2428,扛
2429,扞
2430,扠
2431,扣
2432,扤
2433,扭
2434,扳
2435,扴
2436,扶
2437,批
2438,扼
2439,承
2440,技
2441,抃
2442,抄
2443,抆
2444,抉
2445,把
2446,抏
2447,抑
2448,抒
2449,抓
2450,抔
2451,投
2452,抖
2453,抗
2454,折
2455,抝
2456,抨
2457,披
2458,抬
2459,抱
2460,抵
2461,抶
2462,抹
2463,押
2464,抽
2465,拂
2466,拄
2467,担
2468,拆
2469,拇
2470,拈
2471,拉
2472,拊
2473,拋
2474,拌
2475,拍
2476,拎
2477,拏
2478,拒
2479,拓
2480,拔
2481,拕
2482,拖
2483,拗
2484,拘
2485,拙
2486,拚
2487,招
2488,拜
2489,拟
2490,拪
2491,括
2492,拭
2493,拮
2494,拯
2495,拱
2496,拲
2497,拳
2498,拶
2499,拷
2500,拼
2501,拽
2502,拾
2503,拿
2504,持
2505,挂
2506,挃
2507,挅
2508,指
2509,挈
2510,按
2511,挍
2512,挐
2513,挑
2514,挨
2515,挫
2516,振
2517,挲
2518,挶
2519,挹
2520,挺
2521,挻
2522,挼
2523,挽
2524,挾
2525,捃
2526,捄
2527,捉
2528,捋
2529,捍
2530,捎
2531,捏
2532,捐
2533,捕
2534,捖
2535,捝
